id,producto,description,precio,categorias,imagen,linkPago
61,Bowl 24cm Con Escurridor,COD OR: 4866217BOWL CON COLADOR GIRATORIOMaterial: Plástico alto impacto* Práctico sistema de C..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/4866217%20(3).jpeg,<paymentLink>
328,Agarradera Home Class Water Proof - Gris,Olvidate de las quemaduras al cocinar!    AGARRADERA WATER PROOF MEDIDAS: 20x20cm. CO..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784159320%20(1).png,<paymentLink>
141,Tope Traba Puerta,COD OR: (-) -     Ideal para decorar esos espacios del hogar con un toque especial!Di..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/1718%20(3).jpeg,<paymentLink>
26,Set De 4 Moldes Para Tortas Postres,COD OR: B2825 -    Este Molde Para Postres Anillos Para Hornear Mini Pastel es perfec..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/2825%20(1).jpeg,<paymentLink>
345,Recip. Cuadr X 3 Connect - Surtidos,Ideal para almacenar distintas cantidades de alimento!        KIT RECIPIENT..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7896042061733%20(1).jpg,<paymentLink>
346,Recip. Cuadr X 3 Connect - Multicolor/pastel,Ideal para almacenar distintas cantidades de alimento!        KIT RECIPIENT..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7896042081687%20(1).jpg,<paymentLink>
130,Organizador De Escritorio,COD OR: 6133601 -    Organizador de escritorioOrganizador con 4 divisiones para organ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/6133601.jpeg,<paymentLink>
311,Mantel Bukara 160 O Peva,Ideal para diversas ocasiones y estilos de decoración!    MANTEL REDONDO 160cm DIAMET..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784168742-.jpeg,<paymentLink>
19,Rompe Nueces,COD OR: E4289      PINZA CASCANUECES DE LUJO CON MANGO DE SILICON ANTIDESLIZANTE..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/4289%20(1).jpeg,<paymentLink>
355,Recipiente Traba Mas Redo C/r 550ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE REDONDO CON REJILLA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808838884.jpg,<paymentLink>
356,Recipiente Traba Mas Rectangular C/r 1.2 Lt,Ideal para almacenar diferentes alimentos!       RECIPIENTE DE PLÁSTICO RECTANGU..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808870143.jpg,<paymentLink>
339,Recipiente Cuadrado 2.85 Lt,Ideal para almacenar diferentes alimentos!       RECIPIENTE CUADRADO IDEAL PARA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859131.jpg,<paymentLink>
353,Plug Recip. Cuadrado 2 Lt,Ideal para almacenar diferentes alimentos!       RECIPIENTE CUADRADO TAPA ROSCA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808895863.jpg,<paymentLink>
371,OMELETERA PARA MICROONDAS - BLANCO,"Práctico, rápido y fácil de usar!      SE PUEDE UTILIZAR SOLO LA PARTE DE OMELET..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042007496.jpg,<paymentLink>
29,Fuente Asadera Rectangular,COD OR: 13156      Ideal para horno!Asadera / Fuente de acero inoxidable rectang..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13156.jpeg,<paymentLink>
16,Destapador Premium De Cerveza,"COD OR: E3388     Mango grande, fácil de usar. La longitud de este mango aumenta el a..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3388%20(4).jpeg,<paymentLink>
18,Cuchara Metalica Helado,"COD OR: E3389     Práctica Cuchara bochera para helados, muffins y cookies. Esta hech..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3389%20(1).jpeg,<paymentLink>
17,Abridor Multifuncion De Botellas 6 En 1,"COD OR: (55,005)      Multifunción: este abrelatas multifunción cuenta con un pe..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/55005%20(2).jpeg,<paymentLink>
359,Traba Mas Recip. Rect 875 Ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE CON TRABA IDEAL PARA..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808887714.jpg,<paymentLink>
362,Recipiente Traba Mas Cuadrado 1.2lt - Gris,Ideal para almacenar diferentes alimentos!       RECIPIENTE DE PLÁSTICO ALTO CON..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808887943.jpg,<paymentLink>
338,Recipiente Tapa Rosca 1.4 Lt,"Ideal para almacenar diferentes alimentos!       RECIPIENTE CON TAPA ROSCA, IDEA..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808888063.jpg,<paymentLink>
203,Recipiente Pop Rectangular 2.7 Lt,"RECIPIENTE RECTANGULARCAPACIDAD: 2,7LtMedidas: 30cm DE LARGO x 8cm DE ALTURA x 20cm DE ANCHOLIBRE DE..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042057750.jpg,<paymentLink>
332,Pote Redondo 1.1l,Ideal para guardar alimentos!     RECIPIENTE REDONDO IDEAL PARA GUARDAR ALIMENTO..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7899808831489%20(1).jpg,<paymentLink>
77,Palote 23cm Silicona,"COD OR: 6514601     Se puede usar para pasta, masa para galletas, pastelería, panader..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/6514601%20(2).jpeg,<paymentLink>
119,Organizador De BaÑo Esquinero 2 Estantes Blanco,COD OR: LAS00750 -  El soporte plástico para champú Plasnew de 38 cm - Plasnew es perfecto..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/LAS00750%20(3).jpeg,<paymentLink>
14,Macerador Para Cocktail,"COD OR: 4876     Presentamos el macerador de acero inoxidable para bebidas y cocina, ..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/4876%20(3).jpeg,<paymentLink>
50,Dispensador Sifon Para Botellon,"COD OR: (-) -    Adopta material PP, saludable y seguro de usarTiene mano de obra fin..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/3825%20(1).jpeg,<paymentLink>
31,Bandeja Pizzera Redonda,COD OR: -      Ideal para pizzas al horno!Bandeja pizzera redonda de 30cm de diá..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13157%20(5).jpeg,<paymentLink>
340,Recipiente Rectangular 3 Lt,Ideal para almacenar diferentes alimentos!       RECIPIENTE RECTANGULAR IDEAL PA..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859254.jpg,<paymentLink>
374,RECIPIENTE 700 ML,Ideal para conservar diferentes alimentos!      RECIPIENTE HERMETICO DE PLASTICO..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7899808880456.jpg,<paymentLink>
350,Pote Plastico 3 Div 1 Lt Marip/flor Bo,Ideal para guardar alimentos!        RECIPIENTE RECTANGULAR CON 3 DIVISIONE..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7896042067407-.jpeg,<paymentLink>
352,Plug Recip. Cuadrado 1.28 Lt,"Ideal para almacenar diferentes alimentos!       ""RECIPIENTE CUADRADO, TAPA ROSC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808896471.jpg,<paymentLink>
118,Organizador De BaÑo Esquinero 2 Estantes,COD OR: PL96 -   Organizador esquinero para ducha baño de plástico. Ideal para maximizar e..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/PL96%20(3).jpeg,<paymentLink>
157,New York Botella 1. Lt,JARRA CAPACIDAD: 1Lt. CON VALVULA EXCLUSIVA ABRE Y CIERRABPA FREE - TEMPERATURA MAXIMA 50º...,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/7896042087368.jpg,<paymentLink>
322,Delantal C/peto Home Class Water Proof - Gris,Ideal para mantener tu ropa intacta al cocinar!    DELANTAL WATER PROOF - REPELE LIQU..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784159337.png,<paymentLink>
199,Taza 360 Ml Puzzle,TAZA PUZZLE CON CAPACIDAD DE 360ml MATERIAL: POLIPROPILENO VIENE CON 3 ANILLOS DESMONTABLES QUE SE P..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7899808861028_2.jpg,<paymentLink>
313,Manopla Home Class Wp,Olvidate de las quemaduras al cocinar!       MANOPLA WATER PROOF MEDIDAS: 1..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784168162.jpg,<paymentLink>
280,Basurero Flip 2 Lt Blanco,"Ideal para mantener la higiene, el orden y la gestión de residuos!   BASURERO CON CAPACIDA..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042023892.jpg,<paymentLink>
2,Protector Para Celulares Resistente Al Agua,"COD OR: XT526   Ideal para llevar a la playa!- Sin elección de color- 17x10,5cm- Táct..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/XT526%20(6).jpeg,<paymentLink>
45,Bombilla Perita Plana Angosta,COD OR: 120GRA -   Infaltable para un buen mate!Bombilla de Acero inoxidable planas. Largo..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/120GRA%20(1).jpeg,<paymentLink>
46,Bombilla Con Cepillo Limpiador,COD OR: QY020 -    Infaltable para un buen mate!Bombilla de color pastel con cepillo ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/QY020.jpeg,<paymentLink>
32,Bandeja Fuente Oval,COD OR: -      Ideal para servir alimentos!Bandeja fuente oval de Acero inoxidab..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/13158.jpeg,<paymentLink>
67,Aceitera De Vidrio 500ml,"COD OR: 275    Aceitera/Vinagrera de vidrio, liso envase. De 500 c.c.Para mantener la..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/366-389-275%20(2).jpeg,<paymentLink>
358,Traba Mas Recip. Rect 550 Ml,"Ideal para almacenar diferentes alimentos!       RECIPIENTE 550ML, BPA FREE. CIE..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808893838.jpg,<paymentLink>
318,Repasador Dohler Citrus,Ideales para secar platos o en tus tareas diarias!!     REPASADOR DOHLER LÍNEA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497037364%207891497029116%207891497029062%207891497029079%207891497029086%20REPASADOR%20CITRUS%20VARIOS.jpg,<paymentLink>
376,RECIPIENTE CUADRADO TRIO 1.5 LT - GRIS,Ideal para conservar diferentes alimentos!      RECIPIENTE CON CAPACIDAD DE 1.5 ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042059891.jpg,<paymentLink>
375,RECIPIENTE CUADRADO TRIO 1 LT,"Ideal para conservar diferentes alimentos!      ""RECIPIENTE CON CAPACIDAD DE 1 L..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7899808893395.jpg,<paymentLink>
354,Plug Recip. Cuadrado 510 Ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE CUADRADO TAPA ROSCA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808895948.jpg,<paymentLink>
12,Juego Menage 6 Pzas Teflon,COD OR: (-) - COD WEB: 8366       Ideal para diversas tareas en la cocina!– 1 Cu..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/8366%20(2).jpeg,<paymentLink>
205,Jarra Con Exprimidor 750ml,COD OR: 7896042036502                    &nbs..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042036502%20(1).jpg,<paymentLink>
59,Escurridor De Cubiertos,COD OR: UNI00983 - COD WEB: 983    El escurridor de cubiertos es un artículo práctico..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/UNI00983%20(3).jpeg,<paymentLink>
69,Canasto Organizador Rectangular,COD OR: 97T251    Los canastos para organizar se convierten en un elemento tremendame..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/97251%20(4).jpeg,<paymentLink>
317,Repasador Dohler Tecilar,Ideales para secar platos o en tus tareas diarias!     REPASADOR DOHLER. VARIED..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497004854%20(4).JPG,<paymentLink>
329,Repasador Dohler Real - Surtidos,"Ideales para secar platos o en tus tareas diarias!     ""REPASADOR DOHLER CON DI..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7891497049213%20(5).JPG,<paymentLink>
144,Manija Agarra Bolsas,COD OR: (-) - MANIJA AGARRA BOLSAS ONE TRIP GRIPSIN ELECCION DE COLOR- Este gancho sujeta bolsa..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/1025%20(1).jpeg,<paymentLink>
56,Frasco De Vidrio Tapa A Cuadritos 380 Ml,"COD OR: FRS-005 -Tarros de cristal para mermelada, postre, pures y salsas de 380 ml con tapa de rosc..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/FRS-005.jpeg,<paymentLink>
66,Aceitera De Vidrio 250ml,"COD OR: 389    Aceitera/Vinagrera de vidrio, liso envase. De 250 c.c.Para mantener la..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/366-389-275%20(2).jpeg,<paymentLink>
200,Taza 360 Ml Conica,TAZA IDEAL PARA DESAYUNOS Y MERIENDAS.CAPACIDAD: 360ml.DIMENSIONES 11.1x8.7x10.2 cm. ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042009780.JPG,<paymentLink>
64,Set X 2 Saleros,"COD OR: 51014    Set de 2 piezas de saleros de vidrio de alta calidad, con una longit..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/51014%20(1).jpeg,<paymentLink>
377,RECIPIENTE RECTANGULAR TRIO 750 ML,"Ideal para conservar diferentes alimentos!      ""RECIPIENTE CON CAPACIDAD DE 750..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042059969.jpg,<paymentLink>
204,Recipiente Pop Cuadrado 1 Lt,RECIPIENTE CUADRADOCAPACIDAD: 1Lt Medidas: 18cm DE LARGO x 6cm DE ALTURA x 18cm DE ANCHO LIBRE DE BP..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7899808894361.jpg,<paymentLink>
344,Pote 900 Ml Connect,Ideal para almacenar distintas cantidades de alimento!        RECIPIENTE RE..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808861899%20(1).jpg,<paymentLink>
343,Pote 600 Ml Connect,Ideal para almacenar distintas cantidades de alimento!        RECIPIENTE RE..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808861905%20(1).jpg,<paymentLink>
357,Recipiente Traba Mas Rect 360 Ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE DE PLÁSTICO RECTANGU..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7896042078335.jpg,<paymentLink>
337,Recipiente Tapa Rosca 720 Ml,"Ideal para almacenar diferentes alimentos!       RECIPIENTE CON TAPA ROSCA, IDEA..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859117-.jpeg,<paymentLink>
79,Pelapapas De Ceramica Filo,COD OR: 61926 -     Indispensable en cada hogar!- Pelador de verduras- Asas antidesli..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/61926%20(1).jpeg,<paymentLink>
71,Mini Selladora De Bolsa,COD OR: 51413   Mini Selladora de Embalajes Sellador Alimentos Portátil.Sellador de plásti..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/51413%20(1).jpeg,<paymentLink>
314,Agarradera Home Class Water Proof,Olvidate de las quemaduras al cocinar!       AGARRADERA WATER PROOF MEDIDAS..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784157814.png,<paymentLink>
65,Aceitera De Vidrio 150ml,"COD OR: 366     Aceitera/Vinagrera de vidrio, liso envase. De 150 c.c.Para mantener l..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/366-389-275%20(2).jpeg,<paymentLink>
330,Repasador Kanguro Ajedrez,Ideales para secar platos o en tus tareas diarias!!     REPASADORES DE EXCELENT..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784038908%207730784113889%207730942632993%207730784038892-.jpeg,<paymentLink>
378,RECIPIENTE RECTANGULAR TRIO 600 ML,"Ideal para conservar diferentes alimentos!      ""RECIPIENTE CON CAPACIDAD DE 600..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042059976.jpg,<paymentLink>
336,Recipiente Rectangular 620ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE RECTANGULAR IDEAL PA..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859285-%20(2).jpeg,<paymentLink>
335,Recipiente Cuadrado 500 Ml,Ideal para almacenar diferentes alimentos!       RECIPIENTE CUADRADO IDEAL PARA ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808859209-.jpeg,<paymentLink>
319,Individual Bamboo,Ideal para decorar la mesa y protegerla!     INDIVIDUAL IDEAL PARA DECORAR LA MESA Y ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730942637189.jpg,<paymentLink>
307,Cubiertos Treviso Tenedor Set X 3,"Producto indispensable para tu hogar!   CUBIERTOS SIMONAGGIO, LINEA TREVISO - MATERIAL: AC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896211856160.jpg,<paymentLink>
303,Cubiertos Treviso Set X 3,"Producto indispensable para tu hogar!   CUBIERTOS SIMONAGGIO, LINEA TREVISO - MATERIAL: AC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896211820475.jpg,<paymentLink>
306,Cubiertos Treviso Cuchillos X 3,"Producto indispensable para tu hogar!   CUBIERTOS SIMONAGGIO, LINEA TREVISO - MATERIAL: AC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896211856177.jpg,<paymentLink>
305,Cubiertos Treviso Cuchara Set X 3,"Producto indispensable para tu hogar!   CUBIERTOS SIMONAGGIO, LINEA TREVISO - MATERIAL: AC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896211856153.jpg,<paymentLink>
342,Pote 370 Ml Connect,Ideal para almacenar distintas cantidades de alimento!        RECIPIENTE RE..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%204/7899808861943.jpg,<paymentLink>
297,Porta Detergente Compacto,Ideal para tu cocina o lavadero!   PORTA DETERGENTE Y ESPONJA DE PLASTICO - MEDIDAS: 18cm ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896042026329.jpg,<paymentLink>
308,Cubiertos Treviso Cuch Postr X 3,"Producto indispensable para tu hogar!   CUBIERTOS SIMONAGGIO, LINEA TREVISO - MATERIAL: AC..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7896211823377.jpg,<paymentLink>
147,Set X 5 Almohadillas Maquillaje,COD OR: 6134401 - Ideales para aplicar maquillaje líquido y cremoso!- Colores surtidos sin elec..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/6134401-.jpeg,<paymentLink>
148,Set X 4 Almohadillas Maquillaje,COD OR: 6134501 -   Ideales para aplicar maquillaje líquido y cremoso!- Colores surtidos s..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/6134501.jpeg,<paymentLink>
379,RECIPIENTE RECTANGULAR TRIO 350 ML - GRIS,"Ideal para conservar diferentes alimentos!      ""RECIPIENTE CON CAPACIDAD DE 350..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/CAMP%205/7896042059877.jpg,<paymentLink>
120,Mini Set De Jardin X 2 Piezas,"COD OR: 518 - COD WEB: 518Ideal para suculentas, tunas y pequeñas plantas!- Pala cultivadora- Rastri..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%204/518%20(2).jpeg,<paymentLink>
316,Individual Pp 42*27 Ad,"Ideales para uso diario!     ""INDIVIDUAL PLASTICO ANTIMANCHAS, REPELE LIQUIDOS.TAMAÑO..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784155995.jpg,<paymentLink>
55,Frasco De Vidrio Tapa A Cuadritos 100 Ml,"COD OR: FRS-001 -    Tarros de cristal para mermelada, postre, pures y salsas de 100 ..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20TECNO/2026/CAMP%203/FRS-005.jpeg,<paymentLink>
315,Individual Pp Redondo,"Ideales para uso diario!     ""INDIVIDUALES DISEÑOS COLORIDOS - DIAMENTRO: 30cm -..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/HOGAR/BAZAR%20ENCATEX/7730784103408.jpg,<paymentLink>
113,Aspiradora PortÁtil Recargable,COD OR: MD-A3 -     Ideal para mantener tus sillones y vehículos impecables!- Potenci..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/MD-A3%20(2).jpeg,<paymentLink>
123,Foco Led Exterior Con Panel Solar,"COD OR: GD-60H -    Ideal para Iluminar espacios exteriores amplios, jardines, acceso..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/GD-60H.jpeg,<paymentLink>
268,Lavadora PortÁtil De Alta PresiÓn,"COD OR: LH-HI01 -    Ideal para limpiar autos, bicicletas, ventanas, patios y ha..",,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/DUL-LH-HI01%20(1).jpeg,<paymentLink>
106,Secador De Pelo Profile Con Accesorios,COD OR: PR-MX160    ¡Dale a tu cabello el cuidado que se merece con el Secador de Cab..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/PR-MX160%20(3).jpeg,<paymentLink>
96,Maquina Algodon De Azucar,COD OR: 24E4050   Disfruta de deliciosos algodones de azúcar en casa con esta máquina de 5..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/24E4050%20(4).jpeg,<paymentLink>
6,Parlante Portatil Con Bluetooth Full Led,COD OR: CS-4404   Ideal para llevar música y audio de alta calidad a cualquier lugar!..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%203/CS-4404.jpeg,<paymentLink>
381,SANDWICHERA,COD OR: BM-722    Tostados perfectos en minutos! Esta sandwichera te permit..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%205/DUL-BM-722.jpeg,<paymentLink>
208,Moldeador De Pelo 5 En 1,COD OR: LCP-STYLE   3 velocidades con interruptorIndicador de encendidoProtección con..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/DUL-LCPSTYLE.jpeg,<paymentLink>
94,Panquequera Electrica Raf,COD OR: E0083 -    Crepera Eléctrica 650W 20cm Antiadherente.Prepara Deliciosos Crepe..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/E0083%20(4).jpeg,<paymentLink>
206,Masajeador De Espalda,COD OR: 6780      Ideal para maquillarte todos los días!Regálate un buen masaje ..,,General,https://nuvex.uy/image/cache/catalog/CATEGORIAS/TECNO/2026/CAMP%204/DUL-6780.jpeg,<paymentLink>
